VisitID,Species,Breed_Stage,COHORT,N,Colony,DATE,Method
312,AYNA,INCU,AON,90,Area 4,26/10/2015,SURV
312,AYNA,INCU,INCU,82,Area 4,26/10/2015,SURV
313,AYNA,INCU,AON,104,Area 4,27/10/2003,SURV
313,AYNA,INCU,INCU,104,Area 4,27/10/2003,SURV
314,AYNA,INCU,AD,110,Area 4,31/10/2011,SURV
314,AYNA,INCU,AON,88,Area 4,31/10/2011,SURV
314,AYNA,INCU,INCU,75,Area 4,31/10/2011,SURV
316,AYNA,INCU,AD,26,Area 5,02/11/2011,SURV
316,AYNA,INCU,AON,18,Area 5,02/11/2011,SURV
316,AYNA,INCU,INCU,14,Area 5,02/11/2011,SURV
317,AYNA,INCU,AD,21,Area 5,08/10/2010,SURV
317,AYNA,INCU,AON,19,Area 5,08/10/2010,SURV
317,AYNA,INCU,INCU,17,Area 5,08/10/2010,SURV
318,AYNA,INCU,AD,24,Area 5,13/10/2008,SURV
318,AYNA,INCU,AON,21,Area 5,13/10/2008,SURV
318,AYNA,INCU,INCU,21,Area 5,13/10/2008,SURV
319,AYNA,INCU,INCU,17,Area 5,14/10/2009,SURV
320,AYNA,INCU,AD,12,Area 5,16/10/2000,SURV
320,AYNA,INCU,AON,10,Area 5,16/10/2000,SURV
320,AYNA,INCU,INCU,8,Area 5,16/10/2000,SURV
321,AYNA,INCU,AD,14,Area 5,16/10/2014,SURV
321,AYNA,INCU,AON,10,Area 5,16/10/2014,SURV
321,AYNA,INCU,INCU,10,Area 5,16/10/2014,SURV
315,AYNA,INCU,AD,24,Area 5,17/10/2016,SURV
315,AYNA,INCU,AON,22,Area 5,17/10/2016,SURV
315,AYNA,INCU,INCU,21,Area 5,17/10/2016,SURV
322,AYNA,INCU,AD,17,Area 5,17/11/2015,SURV
322,AYNA,INCU,AON,15,Area 5,17/11/2015,SURV
322,AYNA,INCU,INCU,15,Area 5,17/11/2015,SURV
323,AYNA,INCU,AD,22,Area 5,27/10/2015,SURV
323,AYNA,INCU,AON,13,Area 5,27/10/2015,SURV
323,AYNA,INCU,INCU,10,Area 5,27/10/2015,SURV
324,AYNA,INCU,AON,15,Area 5,28/10/2003,SURV
324,AYNA,INCU,INCU,15,Area 5,28/10/2003,SURV
325,AYNA,INCU,AD,25,Area 5,29/10/2013,SURV
325,AYNA,INCU,AON,18,Area 5,29/10/2013,SURV
325,AYNA,INCU,INCU,17,Area 5,29/10/2013,SURV
327,AYNA,INCU,AD,23,Area 6,11/10/2010,SURV
327,AYNA,INCU,AON,22,Area 6,11/10/2010,SURV
327,AYNA,INCU,INCU,21,Area 6,11/10/2010,SURV
328,AYNA,INCU,AD,22,Area 6,13/10/2008,SURV
328,AYNA,INCU,AON,19,Area 6,13/10/2008,SURV
328,AYNA,INCU,INCU,18,Area 6,13/10/2008,SURV
329,AYNA,INCU,INCU,27,Area 6,14/10/2009,SURV
330,AYNA,INCU,AD,42,Area 6,17/11/2005,SURV
330,AYNA,INCU,AON,32,Area 6,17/11/2005,SURV
330,AYNA,INCU,INCU,26,Area 6,17/11/2005,SURV
331,AYNA,INCU,AD,21,Area 6,23/10/2014,SURV
331,AYNA,INCU,AON,18,Area 6,23/10/2014,SURV
331,AYNA,INCU,INCU,18,Area 6,23/10/2014,SURV
332,AYNA,INCU,AD,24,Area 6,24/10/2000,SURV
332,AYNA,INCU,AON,23,Area 6,24/10/2000,SURV
332,AYNA,INCU,INCU,21,Area 6,24/10/2000,SURV
333,AYNA,INCU,AD,24,Area 6,27/10/2011,SURV
333,AYNA,INCU,AON,18,Area 6,27/10/2011,SURV
333,AYNA,INCU,INCU,15,Area 6,27/10/2011,SURV
334,AYNA,INCU,AD,27,Area 6,27/10/2015,SURV
334,AYNA,INCU,AON,19,Area 6,27/10/2015,SURV
334,AYNA,INCU,INCU,16,Area 6,27/10/2015,SURV
335,AYNA,INCU,AON,27,Area 6,28/10/2003,SURV
335,AYNA,INCU,INCU,27,Area 6,28/10/2003,SURV
336,AYNA,INCU,AD,34,Area 6,29/10/2013,SURV
336,AYNA,INCU,AON,26,Area 6,29/10/2013,SURV
336,AYNA,INCU,INCU,20,Area 6,29/10/2013,SURV
326,AYNA,INCU,AD,12,Area 6,30/10/2016,SURV
326,AYNA,INCU,AON,11,Area 6,30/10/2016,SURV
326,AYNA,INCU,INCU,11,Area 6,30/10/2016,SURV
338,SOAL,CHIC,CHIC,0,Area 7,01/04/2017,SURV
375,SOAL,CHIC,CHIC,0,Area 7,01/04/2017,SURV
338,SOAL,CHIC,CHIC,2,Area 7,01/04/2017,SURV
375,SOAL,CHIC,CHIC,2,Area 7,01/04/2017,SURV
376,SOAL,INCU,AD,17,Area 7,03/11/2000,SURV
376,SOAL,INCU,AON,16,Area 7,03/11/2000,SURV
377,SOAL,CHIC,CHIC,0,Area 7,04/04/2013,SURV
339,SOAL,CHIC,CHIC,0,Area 7,04/04/2013,SURV
377,SOAL,CHIC,CHIC,2,Area 7,04/04/2013,SURV
339,SOAL,CHIC,CHIC,2,Area 7,04/04/2013,SURV
378,SOAL,CHIC,CHIC,1,Area 7,05/01/2011,SURV
340,SOAL,CHIC,CHIC,1,Area 7,05/01/2011,SURV
378,SOAL,CHIC,CHIC,10,Area 7,05/01/2011,SURV
340,SOAL,CHIC,CHIC,10,Area 7,05/01/2011,SURV
379,SOAL,CHIC,CHIC,7,Area 7,05/04/2015,SURV
341,SOAL,CHIC,CHIC,0,Area 7,06/01/2012,SURV
380,SOAL,CHIC,CHIC,0,Area 7,06/01/2012,SURV
341,SOAL,CHIC,CHIC,8,Area 7,06/01/2012,SURV
380,SOAL,CHIC,CHIC,8,Area 7,06/01/2012,SURV
342,SOAL,CHIC,CHIC,0,Area 7,08/04/2016,SURV
381,SOAL,CHIC,CHIC,0,Area 7,08/04/2016,SURV
342,SOAL,CHIC,CHIC,10,Area 7,08/04/2016,SURV
381,SOAL,CHIC,CHIC,10,Area 7,08/04/2016,SURV
382,AYNA,INCU,AD,32,Area 7,11/10/2010,SURV
343,AYNA,INCU,AD,32,Area 7,11/10/2010,SURV
365,AYNA,INCU,AD,32,Area 7,11/10/2010,SURV
382,AYNA,INCU,AON,26,Area 7,11/10/2010,SURV
343,AYNA,INCU,AON,26,Area 7,11/10/2010,SURV
365,AYNA,INCU,AON,26,Area 7,11/10/2010,SURV
382,AYNA,INCU,INCU,26,Area 7,11/10/2010,SURV
343,AYNA,INCU,INCU,26,Area 7,11/10/2010,SURV
365,AYNA,INCU,INCU,26,Area 7,11/10/2010,SURV
382,SOAL,INCU,AD,18,Area 7,11/10/2010,SURV
343,SOAL,INCU,AD,18,Area 7,11/10/2010,SURV
365,SOAL,INCU,AD,18,Area 7,11/10/2010,SURV
382,SOAL,INCU,AON,6,Area 7,11/10/2010,SURV
343,SOAL,INCU,AON,6,Area 7,11/10/2010,SURV
365,SOAL,INCU,AON,6,Area 7,11/10/2010,SURV
382,SOAL,INCU,AON,17,Area 7,11/10/2010,SURV
343,SOAL,INCU,AON,17,Area 7,11/10/2010,SURV
365,SOAL,INCU,AON,17,Area 7,11/10/2010,SURV
382,SOAL,INCU,AD,7,Area 7,11/10/2010,SURV
343,SOAL,INCU,AD,7,Area 7,11/10/2010,SURV
365,SOAL,INCU,AD,7,Area 7,11/10/2010,SURV
344,AYNA,INCU,AD,28,Area 7,13/10/2008,SURV
366,AYNA,INCU,AD,28,Area 7,13/10/2008,SURV
383,AYNA,INCU,AD,28,Area 7,13/10/2008,SURV
344,AYNA,INCU,AON,28,Area 7,13/10/2008,SURV
366,AYNA,INCU,AON,28,Area 7,13/10/2008,SURV
383,AYNA,INCU,AON,28,Area 7,13/10/2008,SURV
344,AYNA,INCU,INCU,26,Area 7,13/10/2008,SURV
366,AYNA,INCU,INCU,26,Area 7,13/10/2008,SURV
383,AYNA,INCU,INCU,26,Area 7,13/10/2008,SURV
344,SOAL,INCU,AD,4,Area 7,13/10/2008,SURV
366,SOAL,INCU,AD,4,Area 7,13/10/2008,SURV
383,SOAL,INCU,AD,4,Area 7,13/10/2008,SURV
344,SOAL,INCU,AD,6,Area 7,13/10/2008,SURV
366,SOAL,INCU,AD,6,Area 7,13/10/2008,SURV
383,SOAL,INCU,AD,6,Area 7,13/10/2008,SURV
344,SOAL,INCU,AON,4,Area 7,13/10/2008,SURV
366,SOAL,INCU,AON,4,Area 7,13/10/2008,SURV
383,SOAL,INCU,AON,4,Area 7,13/10/2008,SURV
344,SOAL,INCU,AON,4,Area 7,13/10/2008,SURV
366,SOAL,INCU,AON,4,Area 7,13/10/2008,SURV
383,SOAL,INCU,AON,4,Area 7,13/10/2008,SURV
345,SOAL,CHIC,CHIC,1,Area 7,14/04/2011,SURV
384,SOAL,CHIC,CHIC,1,Area 7,14/04/2011,SURV
345,SOAL,CHIC,CHIC,7,Area 7,14/04/2011,SURV
384,SOAL,CHIC,CHIC,7,Area 7,14/04/2011,SURV
367,AYNA,INCU,INCU,23,Area 7,14/10/2009,SURV
385,SOAL,CHIC,CHIC,2,Area 7,17/04/2010,SURV
346,SOAL,CHIC,CHIC,2,Area 7,17/04/2010,SURV
385,SOAL,CHIC,CHIC,3,Area 7,17/04/2010,SURV
346,SOAL,CHIC,CHIC,3,Area 7,17/04/2010,SURV
337,AYNA,INCU,AD,29,Area 7,17/10/2016,SURV
337,AYNA,INCU,AON,28,Area 7,17/10/2016,SURV
337,AYNA,INCU,INCU,28,Area 7,17/10/2016,SURV
347,SOAL,INCU,AD,6,Area 7,17/11/2005,SURV
347,SOAL,INCU,AON,4,Area 7,17/11/2005,SURV
368,AYNA,INCU,AD,34,Area 7,18/10/2000,SURV
368,AYNA,INCU,AON,31,Area 7,18/10/2000,SURV
368,AYNA,INCU,INCU,28,Area 7,18/10/2000,SURV
348,SOAL,CHIC,CHIC,1,Area 7,18/12/2008,SURV
386,SOAL,CHIC,CHIC,1,Area 7,18/12/2008,SURV
348,SOAL,CHIC,CHIC,3,Area 7,18/12/2008,SURV
386,SOAL,CHIC,CHIC,3,Area 7,18/12/2008,SURV
387,SOAL,CHIC,CHIC,6,Area 7,19/04/2014,SURV
349,SOAL,CHIC,CHIC,6,Area 7,19/04/2014,SURV
387,SOAL,CHIC,CHIC,6,Area 7,19/04/2014,SURV
349,SOAL,CHIC,CHIC,6,Area 7,19/04/2014,SURV
388,AYNA,INCU,AD,35,Area 7,19/11/2005,SURV
369,AYNA,INCU,AD,35,Area 7,19/11/2005,SURV
388,AYNA,INCU,AON,35,Area 7,19/11/2005,SURV
369,AYNA,INCU,AON,35,Area 7,19/11/2005,SURV
388,AYNA,INCU,INCU,34,Area 7,19/11/2005,SURV
369,AYNA,INCU,INCU,34,Area 7,19/11/2005,SURV
388,SOAL,INCU,AD,16,Area 7,19/11/2005,SURV
369,SOAL,INCU,AD,16,Area 7,19/11/2005,SURV
388,SOAL,INCU,AON,15,Area 7,19/11/2005,SURV
369,SOAL,INCU,AON,15,Area 7,19/11/2005,SURV
350,SOAL,INCU,AD,19,Area 7,19/11/2011,SURV
350,SOAL,INCU,AON,11,Area 7,19/11/2011,SURV
389,SOAL,CHIC,CHIC,15,Area 7,21/01/2001,SURV
351,SOAL,CHIC,CHIC,6,Area 7,21/12/2013,SURV
390,SOAL,CHIC,CHIC,6,Area 7,21/12/2013,SURV
351,SOAL,CHIC,CHIC,11,Area 7,21/12/2013,SURV
390,SOAL,CHIC,CHIC,11,Area 7,21/12/2013,SURV
391,SOAL,CHIC,CHIC,0,Area 7,22/12/2012,SURV
352,SOAL,CHIC,CHIC,0,Area 7,22/12/2012,SURV
391,SOAL,CHIC,CHIC,3,Area 7,22/12/2012,SURV
352,SOAL,CHIC,CHIC,3,Area 7,22/12/2012,SURV
392,AYNA,INCU,AD,32,Area 7,23/10/2014,SURV
370,AYNA,INCU,AD,32,Area 7,23/10/2014,SURV
353,AYNA,INCU,AD,32,Area 7,23/10/2014,SURV
392,AYNA,INCU,AON,19,Area 7,23/10/2014,SURV
370,AYNA,INCU,AON,19,Area 7,23/10/2014,SURV
353,AYNA,INCU,AON,19,Area 7,23/10/2014,SURV
392,AYNA,INCU,INCU,17,Area 7,23/10/2014,SURV
370,AYNA,INCU,INCU,17,Area 7,23/10/2014,SURV
353,AYNA,INCU,INCU,17,Area 7,23/10/2014,SURV
392,SOAL,INCU,AD,15,Area 7,23/10/2014,SURV
370,SOAL,INCU,AD,15,Area 7,23/10/2014,SURV
353,SOAL,INCU,AD,15,Area 7,23/10/2014,SURV
392,SOAL,INCU,AD,21,Area 7,23/10/2014,SURV
370,SOAL,INCU,AD,21,Area 7,23/10/2014,SURV
353,SOAL,INCU,AD,21,Area 7,23/10/2014,SURV
392,SOAL,INCU,AON,10,Area 7,23/10/2014,SURV
370,SOAL,INCU,AON,10,Area 7,23/10/2014,SURV
353,SOAL,INCU,AON,10,Area 7,23/10/2014,SURV
392,SOAL,INCU,AON,12,Area 7,23/10/2014,SURV
370,SOAL,INCU,AON,12,Area 7,23/10/2014,SURV
353,SOAL,INCU,AON,12,Area 7,23/10/2014,SURV
354,SOAL,CHIC,CHIC,0,Area 7,24/03/2009,SURV
393,SOAL,CHIC,CHIC,0,Area 7,24/03/2009,SURV
354,SOAL,CHIC,CHIC,2,Area 7,24/03/2009,SURV
393,SOAL,CHIC,CHIC,2,Area 7,24/03/2009,SURV
394,AYNA,INCU,AD,34,Area 7,25/10/2011,SURV
371,AYNA,INCU,AD,34,Area 7,25/10/2011,SURV
394,AYNA,INCU,AON,21,Area 7,25/10/2011,SURV
371,AYNA,INCU,AON,21,Area 7,25/10/2011,SURV
394,AYNA,INCU,INCU,19,Area 7,25/10/2011,SURV
371,AYNA,INCU,INCU,19,Area 7,25/10/2011,SURV
394,SOAL,INCU,AD,4,Area 7,25/10/2011,SURV
371,SOAL,INCU,AD,4,Area 7,25/10/2011,SURV
394,SOAL,INCU,AON,1,Area 7,25/10/2011,SURV
371,SOAL,INCU,AON,1,Area 7,25/10/2011,SURV
395,SOAL,CHIC,CHIC,0,Area 7,26/04/2012,SURV
396,SOAL,INCU,AD,1,Area 7,26/10/2012,SURV
355,SOAL,INCU,AD,1,Area 7,26/10/2012,SURV
396,SOAL,INCU,AD,18,Area 7,26/10/2012,SURV
355,SOAL,INCU,AD,18,Area 7,26/10/2012,SURV
396,SOAL,INCU,AON,1,Area 7,26/10/2012,SURV
355,SOAL,INCU,AON,1,Area 7,26/10/2012,SURV
396,SOAL,INCU,AON,10,Area 7,26/10/2012,SURV
355,SOAL,INCU,AON,10,Area 7,26/10/2012,SURV
397,SOAL,CHIC,CHIC,11,Area 7,26/12/2014,SURV
398,SOAL,CHIC,CHIC,4,Area 7,26/12/2015,SURV
356,SOAL,CHIC,CHIC,4,Area 7,26/12/2015,SURV
398,SOAL,CHIC,CHIC,15,Area 7,26/12/2015,SURV
356,SOAL,CHIC,CHIC,15,Area 7,26/12/2015,SURV
357,SOAL,CHIC,CHIC,1,Area 7,27/04/2012,SURV
358,SOAL,INCU,AD,16,Area 7,27/10/2000,SURV
358,SOAL,INCU,AON,13,Area 7,27/10/2000,SURV
372,AYNA,INCU,AD,32,Area 7,27/10/2015,SURV
372,AYNA,INCU,AON,22,Area 7,27/10/2015,SURV
372,AYNA,INCU,INCU,21,Area 7,27/10/2015,SURV
359,SOAL,CHIC,CHIC,0,Area 7,27/12/2016,SURV
399,SOAL,CHIC,CHIC,0,Area 7,27/12/2016,SURV
359,SOAL,CHIC,CHIC,2,Area 7,27/12/2016,SURV
399,SOAL,CHIC,CHIC,2,Area 7,27/12/2016,SURV
373,AYNA,INCU,AON,26,Area 7,28/10/2003,SURV
373,AYNA,INCU,INCU,26,Area 7,28/10/2003,SURV
360,SOAL,INCU,AON,4,Area 7,28/10/2015,SURV
400,SOAL,INCU,AON,4,Area 7,28/10/2015,SURV
360,SOAL,INCU,AON,16,Area 7,28/10/2015,SURV
400,SOAL,INCU,AON,16,Area 7,28/10/2015,SURV
360,SOAL,INCU,AD,4,Area 7,28/10/2015,SURV
400,SOAL,INCU,AD,4,Area 7,28/10/2015,SURV
360,SOAL,INCU,AD,19,Area 7,28/10/2015,SURV
400,SOAL,INCU,AD,19,Area 7,28/10/2015,SURV
401,SOAL,CHIC,CHIC,6,Area 7,28/12/2009,SURV
361,SOAL,CHIC,CHIC,6,Area 7,29/01/2010,SURV
402,AYNA,INCU,AD,43,Area 7,29/10/2013,SURV
374,AYNA,INCU,AD,43,Area 7,29/10/2013,SURV
362,AYNA,INCU,AD,43,Area 7,29/10/2013,SURV
402,AYNA,INCU,AON,39,Area 7,29/10/2013,SURV
374,AYNA,INCU,AON,39,Area 7,29/10/2013,SURV
362,AYNA,INCU,AON,39,Area 7,29/10/2013,SURV
402,AYNA,INCU,INCU,37,Area 7,29/10/2013,SURV
374,AYNA,INCU,INCU,37,Area 7,29/10/2013,SURV
362,AYNA,INCU,INCU,37,Area 7,29/10/2013,SURV
402,SOAL,INCU,AD,22,Area 7,29/10/2013,SURV
374,SOAL,INCU,AD,22,Area 7,29/10/2013,SURV
362,SOAL,INCU,AD,22,Area 7,29/10/2013,SURV
402,SOAL,INCU,AON,11,Area 7,29/10/2013,SURV
374,SOAL,INCU,AON,11,Area 7,29/10/2013,SURV
362,SOAL,INCU,AON,11,Area 7,29/10/2013,SURV
402,SOAL,INCU,AON,15,Area 7,29/10/2013,SURV
374,SOAL,INCU,AON,15,Area 7,29/10/2013,SURV
362,SOAL,INCU,AON,15,Area 7,29/10/2013,SURV
402,SOAL,INCU,AD,20,Area 7,29/10/2013,SURV
374,SOAL,INCU,AD,20,Area 7,29/10/2013,SURV
362,SOAL,INCU,AD,20,Area 7,29/10/2013,SURV
403,SOAL,INCU,AD,7,Area 7,30/10/2009,SURV
363,SOAL,INCU,AD,7,Area 7,30/10/2009,SURV
403,SOAL,INCU,AD,12,Area 7,30/10/2009,SURV
363,SOAL,INCU,AD,12,Area 7,30/10/2009,SURV
403,SOAL,INCU,AON,6,Area 7,30/10/2009,SURV
363,SOAL,INCU,AON,6,Area 7,30/10/2009,SURV
403,SOAL,INCU,AON,10,Area 7,30/10/2009,SURV
363,SOAL,INCU,AON,10,Area 7,30/10/2009,SURV
364,SOAL,INCU,AD,3,Area 7,30/10/2016,SURV
404,SOAL,INCU,AD,3,Area 7,30/10/2016,SURV
364,SOAL,INCU,AD,6,Area 7,30/10/2016,SURV
404,SOAL,INCU,AD,6,Area 7,30/10/2016,SURV
364,SOAL,INCU,AON,0,Area 7,30/10/2016,SURV
404,SOAL,INCU,AON,0,Area 7,30/10/2016,SURV
364,SOAL,INCU,AON,2,Area 7,30/10/2016,SURV
404,SOAL,INCU,AON,2,Area 7,30/10/2016,SURV
405,AYNA,INCU,AD,54,Area 8,13/10/2016,SURV
405,AYNA,INCU,AON,46,Area 8,13/10/2016,SURV
405,AYNA,INCU,INCU,41,Area 8,13/10/2016,SURV
407,AYNA,INCU,AON,24,Area 9,01/11/2003,SURV
407,AYNA,INCU,INCU,24,Area 9,01/11/2003,SURV
408,AYNA,INCU,AD,40,Area 9,05/12/2005,SURV
408,AYNA,INCU,AON,32,Area 9,05/12/2005,SURV
408,AYNA,INCU,INCU,29,Area 9,05/12/2005,SURV
409,AYNA,INCU,AD,25,Area 9,10/10/2010,SURV
409,AYNA,INCU,AON,22,Area 9,10/10/2010,SURV
409,AYNA,INCU,INCU,22,Area 9,10/10/2010,SURV
410,AYNA,INCU,AD,29,Area 9,13/10/2008,SURV
410,AYNA,INCU,AON,29,Area 9,13/10/2008,SURV
410,AYNA,INCU,INCU,28,Area 9,13/10/2008,SURV
411,AYNA,INCU,INCU,23,Area 9,15/10/2009,SURV
412,AYNA,INCU,AD,31,Area 9,25/10/2014,SURV
412,AYNA,INCU,AON,26,Area 9,25/10/2014,SURV
412,AYNA,INCU,INCU,25,Area 9,25/10/2014,SURV
413,AYNA,INCU,AD,62,Area 9,28/10/2000,SURV
413,AYNA,INCU,AON,56,Area 9,28/10/2000,SURV
413,AYNA,INCU,INCU,40,Area 9,28/10/2000,SURV
414,AYNA,INCU,AD,25,Area 9,28/10/2011,SURV
414,AYNA,INCU,AON,24,Area 9,28/10/2011,SURV
414,AYNA,INCU,INCU,21,Area 9,28/10/2011,SURV
406,AYNA,INCU,AD,14,Area 9,28/10/2016,SURV
406,AYNA,INCU,AON,14,Area 9,28/10/2016,SURV
406,AYNA,INCU,INCU,13,Area 9,28/10/2016,SURV
415,AYNA,INCU,AD,47,Area 9,29/10/2013,SURV
415,AYNA,INCU,AON,39,Area 9,29/10/2013,SURV
415,AYNA,INCU,INCU,37,Area 9,29/10/2013,SURV
416,AYNA,INCU,AD,14,Area 9,31/10/2015,SURV
416,AYNA,INCU,AON,9,Area 9,31/10/2015,SURV
416,AYNA,INCU,INCU,8,Area 9,31/10/2015,SURV
417,SOAL,CHIC,CHIC,15,Area to south of Cavern head,05/04/2017,SURV
418,SOAL,CHIC,CHIC,7,Area to south of Cavern head,08/04/2016,SURV
447,NRPE,INCU,INCU,950,Area to south of Cavern head,08/11/2000,COLO
419,AYNA,INCU,AD,128,Area to south of Cavern head,08/11/2000,SURV
437,AYNA,INCU,AD,128,Area to south of Cavern head,08/11/2000,SURV
419,AYNA,INCU,AON,96,Area to south of Cavern head,08/11/2000,SURV
437,AYNA,INCU,AON,96,Area to south of Cavern head,08/11/2000,SURV
419,AYNA,INCU,INCU,79,Area to south of Cavern head,08/11/2000,SURV
437,AYNA,INCU,INCU,79,Area to south of Cavern head,08/11/2000,SURV
419,SOAL,INCU,AD,28,Area to south of Cavern head,08/11/2000,SURV
437,SOAL,INCU,AD,28,Area to south of Cavern head,08/11/2000,SURV
419,SOAL,INCU,AON,23,Area to south of Cavern head,08/11/2000,SURV
437,SOAL,INCU,AON,23,Area to south of Cavern head,08/11/2000,SURV
419,SOAL,INCU,AON,12,Area to south of Cavern head,08/11/2000,SURV
437,SOAL,INCU,AON,12,Area to south of Cavern head,08/11/2000,SURV
420,AYNA,INCU,AD,152,Area to south of Cavern head,11/10/2010,SURV
438,AYNA,INCU,AD,152,Area to south of Cavern head,11/10/2010,SURV
420,AYNA,INCU,AON,122,Area to south of Cavern head,11/10/2010,SURV
438,AYNA,INCU,AON,122,Area to south of Cavern head,11/10/2010,SURV
420,AYNA,INCU,INCU,108,Area to south of Cavern head,11/10/2010,SURV
438,AYNA,INCU,INCU,108,Area to south of Cavern head,11/10/2010,SURV
420,SOAL,INCU,AD,36,Area to south of Cavern head,11/10/2010,SURV
438,SOAL,INCU,AD,36,Area to south of Cavern head,11/10/2010,SURV
420,SOAL,INCU,AON,28,Area to south of Cavern head,11/10/2010,SURV
438,SOAL,INCU,AON,28,Area to south of Cavern head,11/10/2010,SURV
421,SOAL,CHIC,CHIC,21,Area to south of Cavern head,12/04/2011,SURV
439,AYNA,INCU,AD,93,Area to south of Cavern head,14/10/2008,SURV
422,AYNA,INCU,AD,93,Area to south of Cavern head,14/10/2008,SURV
439,AYNA,INCU,AON,87,Area to south of Cavern head,14/10/2008,SURV
422,AYNA,INCU,AON,87,Area to south of Cavern head,14/10/2008,SURV
439,AYNA,INCU,INCU,82,Area to south of Cavern head,14/10/2008,SURV
422,AYNA,INCU,INCU,82,Area to south of Cavern head,14/10/2008,SURV
439,SOAL,INCU,AON,39,Area to south of Cavern head,14/10/2008,SURV
422,SOAL,INCU,AON,39,Area to south of Cavern head,14/10/2008,SURV
439,SOAL,INCU,AD,43,Area to south of Cavern head,14/10/2008,SURV
422,SOAL,INCU,AD,43,Area to south of Cavern head,14/10/2008,SURV
423,SOAL,INCU,AD,43,Area to south of Cavern head,14/10/2009,SURV
423,SOAL,INCU,AON,39,Area to south of Cavern head,14/10/2009,SURV
434,NRPE,INCU,AD,680,Area to south of Cavern head,17/10/2005,COLO
434,NRPE,INCU,INCU,641,Area to south of Cavern head,17/10/2005,COLO
440,AYNA,INCU,AD,169,Area to south of Cavern head,17/10/2005,SURV
424,AYNA,INCU,AD,169,Area to south of Cavern head,17/10/2005,SURV
440,AYNA,INCU,AON,136,Area to south of Cavern head,17/10/2005,SURV
424,AYNA,INCU,AON,136,Area to south of Cavern head,17/10/2005,SURV
440,AYNA,INCU,INCU,115,Area to south of Cavern head,17/10/2005,SURV
424,AYNA,INCU,INCU,115,Area to south of Cavern head,17/10/2005,SURV
440,SOAL,INCU,AD,64,Area to south of Cavern head,17/10/2005,SURV
424,SOAL,INCU,AD,64,Area to south of Cavern head,17/10/2005,SURV
440,SOAL,INCU,AON,48,Area to south of Cavern head,17/10/2005,SURV
424,SOAL,INCU,AON,48,Area to south of Cavern head,17/10/2005,SURV
441,AYNA,INCU,INCU,158,Area to south of Cavern head,17/10/2009,SURV
425,AYNA,INCU,AD,117,Area to south of Cavern head,17/10/2013,SURV
442,AYNA,INCU,AD,117,Area to south of Cavern head,17/10/2013,SURV
425,AYNA,INCU,AON,99,Area to south of Cavern head,17/10/2013,SURV
442,AYNA,INCU,AON,99,Area to south of Cavern head,17/10/2013,SURV
425,AYNA,INCU,INCU,94,Area to south of Cavern head,17/10/2013,SURV
442,AYNA,INCU,INCU,94,Area to south of Cavern head,17/10/2013,SURV
425,SOAL,INCU,AD,29,Area to south of Cavern head,17/10/2013,SURV
442,SOAL,INCU,AD,29,Area to south of Cavern head,17/10/2013,SURV
425,SOAL,INCU,AON,18,Area to south of Cavern head,17/10/2013,SURV
442,SOAL,INCU,AON,18,Area to south of Cavern head,17/10/2013,SURV
426,SOAL,INCU,AD,8,Area to south of Cavern head,20/10/2012,SURV
426,SOAL,INCU,AON,7,Area to south of Cavern head,20/10/2012,SURV
435,NRPE,INCU,INCU,550,Area to south of Cavern head,21/10/2008,COLO
443,AYNA,INCU,AD,134,Area to south of Cavern head,22/10/2014,SURV
427,AYNA,INCU,AD,134,Area to south of Cavern head,22/10/2014,SURV
443,AYNA,INCU,AON,77,Area to south of Cavern head,22/10/2014,SURV
427,AYNA,INCU,AON,77,Area to south of Cavern head,22/10/2014,SURV
443,AYNA,INCU,INCU,73,Area to south of Cavern head,22/10/2014,SURV
427,AYNA,INCU,INCU,73,Area to south of Cavern head,22/10/2014,SURV
443,SOAL,INCU,AD,29,Area to south of Cavern head,22/10/2014,SURV
427,SOAL,INCU,AD,29,Area to south of Cavern head,22/10/2014,SURV
443,SOAL,INCU,AON,19,Area to south of Cavern head,22/10/2014,SURV
427,SOAL,INCU,AON,19,Area to south of Cavern head,22/10/2014,SURV
428,SOAL,INCU,AD,27,Area to south of Cavern head,24/10/2016,SURV
428,SOAL,INCU,AON,22,Area to south of Cavern head,24/10/2016,SURV
429,SOAL,CHIC,CHIC,10,Area to south of Cavern head,26/12/2015,SURV
436,NRPE,INCU,AON,342,Area to south of Cavern head,27/10/2009,COLO
433,NRPE,INCU,AON,342,Area to south of Cavern head,27/10/2009,COLO
436,NRPE,INCU,AON,647,Area to south of Cavern head,27/10/2009,COLO
433,NRPE,INCU,AON,647,Area to south of Cavern head,27/10/2009,COLO
430,SOAL,CHIC,CHIC,15,Area to south of Cavern head,27/12/2016,SURV
444,AYNA,INCU,AD,111,Area to south of Cavern head,28/10/2015,SURV
431,AYNA,INCU,AD,111,Area to south of Cavern head,28/10/2015,SURV
444,AYNA,INCU,AON,60,Area to south of Cavern head,28/10/2015,SURV
431,AYNA,INCU,AON,60,Area to south of Cavern head,28/10/2015,SURV
444,AYNA,INCU,INCU,49,Area to south of Cavern head,28/10/2015,SURV
431,AYNA,INCU,INCU,49,Area to south of Cavern head,28/10/2015,SURV
444,SOAL,INCU,AD,41,Area to south of Cavern head,28/10/2015,SURV
431,SOAL,INCU,AD,41,Area to south of Cavern head,28/10/2015,SURV
444,SOAL,INCU,AON,24,Area to south of Cavern head,28/10/2015,SURV
