VisitID,NestID,DateGood,Time,Stage,Status,Content,Attendance,FailureCause,NOTES
2222,BBPR_2016_Outer__HN012,2017-02-04,12:00,CHIC,Alive,1,,,NA
2223,BBPR_2016_Outer__HN012,2017-02-10,12:00,CHIC,Alive,1,,,NA
2224,BBPR_2016_Outer__HN012,2017-02-19,12:00,CHIC,Alive,1,,,NA
2225,BBPR_2016_Outer__HN012,2017-02-27,12:00,CHIC,Alive,1,,,NA
2226,BBPR_2016_Outer__HN012,2017-03-04,12:00,CHIC,Alive,1,,,NA
2227,BBPR_2016_Outer__HN012,2017-03-06,12:00,,Alive,1,,C (RF),NA
2228,BBPR_2016_Outer__HN012,2017-03-10,12:00,FLED,Fledged,0,,FLEDGE?,NA
2229,BBPR_2016_Outer__HN014,2016-11-29,12:00,INCU,Alive,1,1,,NA
2230,BBPR_2016_Outer__HN014,2016-12-02,12:00,INCU,Alive,1,1,,NA
2231,BBPR_2016_Outer__HN014,2016-12-05,12:00,INCU,Alive,1,1,,NA
2232,BBPR_2016_Outer__HN014,2016-12-15,12:00,INCU,Alive,1,1,,NA
2233,BBPR_2016_Outer__HN014,2016-12-20,12:00,INCU,Alive,1,1,,NA
2234,BBPR_2016_Outer__HN014,2016-12-30,12:00,INCU,Alive,1,1,,NA
2235,BBPR_2016_Outer__HN014,2017-01-04,12:00,INCU,Alive,1,1,,NA
2236,BBPR_2016_Outer__HN014,2017-01-22,12:00,CHIC,Alive,1,,,NA
2237,BBPR_2016_Outer__HN014,2017-01-28,12:00,CHIC,Alive,1,,,NA
2238,BBPR_2016_Outer__HN014,2017-02-04,12:00,CHIC,Alive,1,,,NA
2239,BBPR_2016_Outer__HN014,2017-02-10,12:00,CHIC,Alive,1,,,NA
2240,BBPR_2016_Outer__HN014,2017-02-19,12:00,CHIC,Alive,1,,,NA
2241,BBPR_2016_Outer__HN014,2017-02-27,12:00,CHIC,Alive,1,,,NA
2242,BBPR_2016_Outer__HN014,2017-03-04,12:00,CHIC,Alive,1,,,NA
2243,BBPR_2016_Outer__HN014,2017-03-06,12:00,CHIC,Alive,1,,C (RF),NA
2244,BBPR_2016_Outer__HN014,2017-03-10,12:00,FLED,Fledged,0,,FLEDGE?,NA
2245,BBPR_2016_Outer__HN070,2016-12-20,12:00,INCU,Alive,1,1,,NA
2246,BBPR_2016_Outer__HN070,2016-12-30,12:00,INCU,Alive,1,1,,NA
2247,BBPR_2016_Outer__HN070,2017-01-04,12:00,INCU,Alive,1,1,,NA
2248,BBPR_2016_Outer__HN108,2016-11-29,12:00,INCU,Alive,1,1,,NA
2249,BBPR_2016_Outer__HN108,2016-12-02,12:00,INCU,Alive,1,1,,NA
2250,BBPR_2016_Outer__HN108,2016-12-05,12:00,INCU,Alive,1,1,,NA
2251,BBPR_2016_Outer__HN108,2016-12-15,12:00,INCU,Alive,1,1,,NA
2252,BBPR_2016_Outer__HN108,2016-12-20,12:00,INCU,Alive,1,1,,NA
2253,BBPR_2016_Outer__HN108,2016-12-30,12:00,FAIL,Failed,0,,FAILED,NA
2254,BBPR_2016_Outer__HN135,2016-12-05,12:00,INCU,Alive,1,1,,NA
2255,BBPR_2016_Outer__HN135,2016-12-15,12:00,FAIL,Failed,0,,FAILED,NA
2256,BBPR_2016_Outer__HN153,2016-12-15,12:00,INCU,Alive,1,1,,NA
2257,BBPR_2016_Outer__HN153,2016-12-30,12:00,INCU,Alive,1,1,,NA
2258,BBPR_2016_Outer__HN153,2017-01-04,12:00,INCU,Alive,1,1,,NA
2259,BBPR_2016_Outer__HN153,2017-01-22,12:00,CHIC,Alive,1,,,NA
2260,BBPR_2016_Outer__HN153,2017-01-28,12:00,CHIC,Alive,1,,,NA
2261,BBPR_2016_Outer__HN153,2017-02-04,12:00,CHIC,Alive,1,,,NA
2262,BBPR_2016_Outer__HN153,2017-02-10,12:00,CHIC,Alive,1,,,NA
2263,BBPR_2016_Outer__HN153,2017-02-19,12:00,CHIC,Alive,1,,,NA
2264,BBPR_2016_Outer__HN153,2017-02-27,12:00,CHIC,Alive,1,,,NA
2265,BBPR_2016_Outer__HN153,2017-03-04,12:00,CHIC,Alive,1,,C (RF),NA
2266,BBPR_2016_Outer__HN153,2017-03-06,12:00,FLED,Fledged,0,,FLEDGE?,NA
2267,BBPR_2016_Outer__P150,2016-11-29,12:00,INCU,Alive,1,1,,NA
2268,BBPR_2016_Outer__P150,2016-12-02,12:00,INCU,Alive,1,1,,NA
2269,BBPR_2016_Outer__P150,2016-12-05,12:00,INCU,Alive,1,1,,NA
2270,BBPR_2016_Outer__P150,2016-12-15,12:00,INCU,Alive,1,1,,NA
2271,BBPR_2016_Outer__P150,2016-12-20,12:00,INCU,Alive,1,1,,NA
2272,BBPR_2016_Outer__P150,2016-12-30,12:00,INCU,Alive,1,1,,NA
2273,BBPR_2016_Outer__P150,2017-01-04,12:00,INCU,Alive,1,1,,NA
2274,BBPR_2016_Outer__P150,2017-01-22,12:00,CHIC,Alive,1,,,NA
2275,BBPR_2016_Outer__P150,2017-01-28,12:00,CHIC,Alive,1,,,NA
2276,BBPR_2016_Outer__P150,2017-02-04,12:00,CHIC,Alive,1,,,NA
2277,BBPR_2016_Outer__P150,2017-02-10,12:00,CHIC,Alive,1,,,NA
2278,BBPR_2016_Outer__P150,2017-02-19,12:00,CHIC,Alive,1,,,NA
2279,BBPR_2016_Outer__P150,2017-02-27,12:00,CHIC,Alive,1,,,NA
2280,BBPR_2016_Outer__P150,2017-03-04,12:00,CHIC,Alive,1,,,NA
2281,BBPR_2016_Outer__P150,2017-03-06,12:00,CHIC,Alive,1,,C (FL),NA
2282,BBPR_2016_Outer__P150,2017-03-10,12:00,CHIC,Alive,1,,C (FL),NA
2283,BBPR_2016_Outer__P150,2017-03-12,12:00,CHIC,Alive,1,,C (FL/RF),NA
2284,BBPR_2016_Outer__P150,2017-03-14,12:00,CHIC,Alive,1,,C (FL/RF),NA
2285,BBPR_2016_Outer__P150,2017-03-18,12:00,CHIC,Alive,1,,C (FL/RF),NA
2286,BBPR_2016_Outer__P150,2017-03-26,12:00,FLED,Fledged,0,,FLEDGED,NA
2287,GRPE_2010_at track dogleg__Grey3,2010-03-12,12:00,INCU,Alive,1,1,,NA
2288,GRPE_2010_at track dogleg__Grey3,2010-07-12,12:00,FAIL,Failed,0,0,,NA
2289,GRPE_2010_at track dogleg__Grey4,2010-03-12,12:00,INCU,Alive,,1,,NA
2290,GRPE_2010_at track dogleg__Grey4,2010-05-27,12:00,INCU,Alive,,1,,NA
2291,GRPE_2010_at track dogleg__Grey4,2010-07-12,12:00,FAIL,Failed,0,0,,NA
2292,GRPE_2010_edge of Blech Hummocks__Grey11,2010-05-27,12:00,CHIC,Alive,1,0,,NA
2293,GRPE_2010_edge of Blech Hummocks__Grey11,2010-07-12,12:00,FAIL,Failed,0,0,,NA
2294,GRPE_2010_edge of Blech Hummocks__Grey12,2010-05-15,12:00,INCU,Alive,1,1,,NA
2295,GRPE_2010_edge of Blech Hummocks__Grey12,2010-07-12,12:00,FAIL,Failed,0,0,,NA
2296,GRPE_2010_edge of bluff E of track__Grey13,2010-05-15,12:00,INCU,Alive,1,1,,NA
2297,GRPE_2010_edge of bluff E of track__Grey13,2010-07-12,12:00,FAIL,Failed,0,0,,NA
2298,GRPE_2010_edge of bluff E of track__Grey15,2010-09-07,12:00,CHIC,Alive,1,0,,NA
2299,GRPE_2010_edge of bluff E of track__Grey15,2010-09-23,12:00,FAIL,Failed,0,0,,NA
2300,GRPE_2010_edge of bluff E of track__Grey17,2010-05-15,12:00,INCU,Alive,1,1,,NA
2301,GRPE_2010_edge of bluff E of track__Grey17,2010-07-12,12:00,FAIL,Failed,0,0,,NA
2302,GRPE_2010_edge of bluff E of track__Grey19,2010-07-12,12:00,CHIC,Alive,1,0,,NA
2303,GRPE_2010_edge of bluff E of track__Grey19,2010-08-13,12:00,FAIL,Failed,0,0,no response,NA
2304,GRPE_2010_edge of bluff E of track__Grey21,2010-05-15,12:00,CHIC,Alive,1,0,,NA
2305,GRPE_2010_edge of bluff E of track__Grey21,2010-05-27,12:00,CHIC,Alive,1,0,,NA
2306,GRPE_2010_edge of bluff E of track__Grey21,2010-07-12,12:00,CHIC,Alive,1,0,,NA
2307,GRPE_2010_edge of bluff E of track__Grey21,2010-08-13,12:00,CHIC,Alive,1,0,,NA
2308,GRPE_2010_edge of bluff E of track__Grey21,2010-09-07,12:00,FLED,Fledged,0,0,,NA
2309,GRPE_2010_Gonydale river bank__Grey24,2010-05-28,12:00,CHIC,Alive,1,0,,NA
2310,GRPE_2010_Gonydale river bank__Grey24,2010-07-12,12:00,CHIC,Alive,1,0,,NA
2311,GRPE_2010_Gonydale river bank__Grey24,2010-08-13,12:00,CHIC,Alive,1,0,,NA
2312,GRPE_2010_Gonydale river bank__Grey24,2010-09-07,12:00,CHIC,Alive,1,0,,NA
2313,GRPE_2010_Gonydale river bank__Grey24,2010-09-23,12:00,FLED,Fledged,0,0,,NA
2314,GRPE_2010_Gonydale river bank__Grey27,2010-05-28,12:00,CHIC,Alive,1,0,,NA
2315,GRPE_2010_Gonydale river bank__Grey27,2010-07-12,12:00,CHIC,Alive,1,0,,NA
2316,GRPE_2010_Gonydale river bank__Grey27,2010-08-13,12:00,CHIC,Alive,1,0,,NA
2317,GRPE_2010_Gonydale river bank__Grey27,2010-09-07,12:00,CHIC,Alive,1,0,,NA
2318,GRPE_2010_Gonydale river bank__Grey27,2010-09-23,12:00,FLED,Fledged,0,0,,NA
2319,GRPE_2010_Gonydale river bank__Grey28,2010-05-28,12:00,CHIC,Alive,1,0,,NA
2320,GRPE_2010_Gonydale river bank__Grey28,2010-08-13,12:00,CHIC,Alive,1,0,,NA
2321,GRPE_2010_Gonydale river bank__Grey28,2010-09-07,12:00,FLED,Fledged,0,0,likely fledged,NA
2322,GRPE_2010_Gonydale river bank__Grey29,2010-05-28,12:00,CHIC,Alive,1,0,,NA
2323,GRPE_2010_Gonydale river bank__Grey29,2010-07-12,12:00,CHIC,Alive,1,0,,NA
2324,GRPE_2010_Gonydale river bank__Grey29,2010-08-13,12:00,CHIC,Alive,1,0,,NA
2325,GRPE_2010_Gonydale river bank__Grey29,2010-09-07,12:00,CHIC,Alive,1,0,,NA
2326,GRPE_2010_Gonydale river bank__Grey29,2010-09-23,12:00,FLED,Fledged,0,0,,NA
2327,GRPE_2010_just uphill of cave__Grey1,2010-03-12,12:00,INCU,Alive,,1,,NA
2328,GRPE_2010_just uphill of cave__Grey1,2010-05-27,12:00,CHIC,Alive,1,0,,NA
2329,GRPE_2010_just uphill of cave__Grey1,2010-07-12,12:00,CHIC,Alive,1,0,,NA
2330,GRPE_2010_just uphill of cave__Grey1,2010-08-13,12:00,CHIC,Alive,1,0,,NA
2331,GRPE_2010_just uphill of cave__Grey1,2010-09-07,12:00,CHIC,Alive,1,0,,NA
2332,GRPE_2010_just uphill of cave__Grey1,2010-09-23,12:00,FLED,Fledged,0,0,,NA
2333,GRPE_2010_just uphill of cave__Grey2,2010-03-12,12:00,INCU,Alive,,1,,NA
2334,GRPE_2010_just uphill of cave__Grey2,2010-05-27,12:00,FAIL,Failed,0,0,,NA
2335,GRPE_2010_last Gonydale river dogleg__Grey10,2010-03-24,12:00,INCU,Alive,1,1,,NA
2336,GRPE_2010_last Gonydale river dogleg__Grey10,2010-07-12,12:00,FAIL,Failed,0,0,,NA
2337,GRPE_2010_last Gonydale river dogleg__Grey5,2010-03-24,12:00,INCU,Alive,1,1,,NA
2338,GRPE_2010_last Gonydale river dogleg__Grey5,2010-07-12,12:00,FAIL,Failed,0,0,,NA
2339,GRPE_2010_last Gonydale river dogleg__Grey6,2010-03-24,12:00,INCU,Alive,,2,,NA
2340,GRPE_2010_last Gonydale river dogleg__Grey6,2010-05-27,12:00,,Failed,0,1,,NA
2341,GRPE_2010_last Gonydale river dogleg__Grey7,2010-03-24,12:00,INCU,Alive,,1,,NA
2342,GRPE_2010_last Gonydale river dogleg__Grey7,2010-05-27,12:00,,Failed,0,1,,NA
2343,GRPE_2010_last Gonydale river dogleg__Grey8,2010-03-24,12:00,INCU,Alive,,1,,NA
2344,GRPE_2010_last Gonydale river dogleg__Grey8,2010-05-27,12:00,FAIL,Failed,0,0,,NA
2345,GRPE_2010_last Gonydale river dogleg__Grey9,2010-03-24,12:00,INCU,Alive,1,1,,NA
2346,GRPE_2010_last Gonydale river dogleg__Grey9,2010-07-12,12:00,CHIC,Alive,1,0,,NA
2347,GRPE_2010_last Gonydale river dogleg__Grey9,2010-08-13,12:00,FAIL,Failed,0,0,,NA
2348,GRPE_2015_Gonydale__GL002/GL004,2015-04-11,12:00,INCU,Alive,1,1,,NA
2349,GRPE_2015_Gonydale__GL002/GL004,2015-04-24,12:00,INCU,Alive,1,1,,NA
2350,GRPE_2015_Gonydale__GL002/GL004,2015-05-04,12:00,INCU,Alive,1,1,,NA
2351,GRPE_2015_Gonydale__GL002/GL004,2015-05-15,12:00,INCU,Alive,1,1,,NA
2352,GRPE_2015_Gonydale__GL002/GL004,2015-05-26,12:00,INCU,Alive,1,1,,NA
2353,GRPE_2015_Gonydale__GL002/GL004,2015-06-04,12:00,INCU,Alive,1,1,,NA
2354,GRPE_2015_Gonydale__GL002/GL004,2015-06-07,12:00,CHIC,Alive,1,0,,NA
2355,GRPE_2015_Gonydale__GL002/GL004,2015-06-18,12:00,CHIC,Alive,1,1,,NA
2356,GRPE_2015_Gonydale__GL002/GL004,2015-06-28,12:00,CHIC,Alive,1,0,,NA
2357,GRPE_2015_Gonydale__GL002/GL004,2015-07-09,12:00,CHIC,Alive,1,0,,NA
2358,GRPE_2015_Gonydale__GL002/GL004,2015-08-08,12:00,CHIC,Alive,1,0,,NA
2359,GRPE_2015_Gonydale__GL002/GL004,2015-09-05,12:00,CHIC,Alive,1,0,,NA
2360,GRPE_2015_Gonydale__GL007,2015-03-25,12:00,INCU,Alive,1,1,,NA
2361,GRPE_2015_Gonydale__GL007,2015-04-11,12:00,INCU,Alive,1,1,,NA
2362,GRPE_2015_Gonydale__GL007,2015-04-24,12:00,INCU,Alive,1,1,,NA
2363,GRPE_2015_Gonydale__GL007,2015-05-04,12:00,INCU,Alive,1,1,,NA
2364,GRPE_2015_Gonydale__GL007,2015-05-15,12:00,FAIL,Failed,0,0,,NA
2365,GRPE_2015_Gonydale__GL10,2015-03-25,12:00,INCU,Alive,1,1,,NA
2366,GRPE_2015_Gonydale__GL10,2015-04-11,12:00,INCU,Alive,1,1,,NA
2367,GRPE_2015_Gonydale__GL10,2015-04-24,12:00,INCU,Alive,1,1,,NA
2368,GRPE_2015_Gonydale__GL10,2015-05-04,12:00,INCU,Alive,1,1,,NA
2369,GRPE_2015_Gonydale__GL10,2015-05-15,12:00,FAIL,Failed,0,0,,NA
2370,GRPE_2015_Gonydale__GL13287/PC11,2015-03-25,12:00,INCU,Alive,,1,Loafing,NA
2371,GRPE_2015_Gonydale__GL13287/PC11,2015-04-11,12:00,INCU,Alive,1,1,,NA
2372,GRPE_2015_Gonydale__GL13287/PC11,2015-04-24,12:00,INCU,Alive,1,1,,NA
2373,GRPE_2015_Gonydale__GL13287/PC11,2015-05-04,12:00,INCU,Alive,1,1,,NA
2374,GRPE_2015_Gonydale__GL13287/PC11,2015-05-15,12:00,INCU,Alive,1,1,,NA
2375,GRPE_2015_Gonydale__GL13287/PC11,2015-05-26,12:00,CHIC,Alive,1,0,,NA
2376,GRPE_2015_Gonydale__GL13287/PC11,2015-06-07,12:00,CHIC,Alive,1,0,,NA
2377,GRPE_2015_Gonydale__GL13287/PC11,2015-06-18,12:00,CHIC,Alive,1,0,,NA
2378,GRPE_2015_Gonydale__GL13287/PC11,2015-06-28,12:00,CHIC,Alive,1,0,,NA
2379,GRPE_2015_Gonydale__GL13287/PC11,2015-07-09,12:00,CHIC,Alive,1,0,,NA
2380,GRPE_2015_Gonydale__GL13287/PC11,2015-08-08,12:00,CHIC,Alive,1,0,,NA
2381,GRPE_2015_Gonydale__GL13287/PC11,2015-09-05,12:00,CHIC,Alive,1,0,,NA
2382,GRPE_2015_Gonydale__GL16/PC25,2015-03-25,12:00,INCU,Alive,1,1,,NA
2383,GRPE_2015_Gonydale__GL16/PC25,2015-04-11,12:00,INCU,Alive,1,1,,NA
2384,GRPE_2015_Gonydale__GL16/PC25,2015-04-24,12:00,INCU,Alive,1,1,,NA
2385,GRPE_2015_Gonydale__GL16/PC25,2015-05-04,12:00,INCU,Alive,1,1,,NA
2386,GRPE_2015_Gonydale__GL16/PC25,2015-05-15,12:00,INCU,Alive,1,1,,NA
2387,GRPE_2015_Gonydale__GL16/PC25,2015-05-26,12:00,,Alive,1,1,,NA
2388,GRPE_2015_Gonydale__GL16/PC25,2015-06-04,12:00,FAIL,Failed,0,0,smells like something died in here,NA
2389,GRPE_2015_Gonydale__GL22,2015-03-25,12:00,INCU,Alive,1,1,,NA
2390,GRPE_2015_Gonydale__GL22,2015-04-11,12:00,INCU,Alive,1,1,,NA
2391,GRPE_2015_Gonydale__GL22,2015-04-24,12:00,INCU,Alive,1,1,,NA
2392,GRPE_2015_Gonydale__GL22,2015-05-04,12:00,CHIC,Alive,1,0,,NA
2393,GRPE_2015_Gonydale__GL22,2015-05-15,12:00,CHIC,Alive,1,0,,NA
2394,GRPE_2015_Gonydale__GL22,2015-05-26,12:00,CHIC,Alive,1,0,,NA
2395,GRPE_2015_Gonydale__GL22,2015-06-04,12:00,CHIC,Alive,1,0,,NA
2396,GRPE_2015_Gonydale__GL22,2015-06-07,12:00,CHIC,Alive,1,0,,NA
2397,GRPE_2015_Gonydale__GL22,2015-06-18,12:00,CHIC,Alive,1,0,,NA
2398,GRPE_2015_Gonydale__GL22,2015-06-28,12:00,CHIC,Alive,1,0,,NA
2399,GRPE_2015_Gonydale__GL22,2015-07-09,12:00,CHIC,Alive,1,0,,NA
2400,GRPE_2015_Gonydale__GL22,2015-08-08,12:00,CHIC,Alive,1,0,,NA
2401,GRPE_2015_Gonydale__GL22,2015-09-05,12:00,CHIC,Alive,1,0,,NA
2402,GRPE_2015_Gonydale__GL2256,2015-03-25,12:00,INCU,Alive,1,1,,NA
2403,GRPE_2015_Gonydale__GL2256,2015-04-11,12:00,INCU,Alive,1,1,,NA
2404,GRPE_2015_Gonydale__GL2256,2015-04-24,12:00,INCU,Alive,1,1,,NA
2405,GRPE_2015_Gonydale__GL2256,2015-05-04,12:00,INCU,Alive,1,1,,NA
2406,GRPE_2015_Gonydale__GL2256,2015-05-15,12:00,INCU,Alive,1,1,,NA
2407,GRPE_2015_Gonydale__GL2256,2015-05-26,12:00,CHIC,Alive,1,0,,NA
2408,GRPE_2015_Gonydale__GL2256,2015-06-04,12:00,CHIC,Alive,1,0,,NA
2409,GRPE_2015_Gonydale__GL2256,2015-06-07,12:00,CHIC,Alive,1,0,,NA
2410,GRPE_2015_Gonydale__GL2256,2015-06-18,12:00,CHIC,Alive,1,0,,NA
2411,GRPE_2015_Gonydale__GL2256,2015-06-28,12:00,CHIC,Alive,1,0,,NA
2412,GRPE_2015_Gonydale__GL2256,2015-07-09,12:00,CHIC,Alive,1,0,,NA
2413,GRPE_2015_Gonydale__GL2256,2015-08-08,12:00,CHIC,Alive,1,0,,NA
2414,GRPE_2015_Gonydale__GL2256,2015-09-05,12:00,CHIC,Alive,1,0,,NA
2415,GRPE_2015_Gonydale__GL2353/GL13333,2015-03-25,12:00,INCU,Alive,1,1,,NA
2416,GRPE_2015_Gonydale__GL2353/GL13333,2015-04-11,12:00,INCU,Alive,1,1,,NA
2417,GRPE_2015_Gonydale__GL2353/GL13333,2015-04-24,12:00,INCU,Alive,1,1,,NA
2418,GRPE_2015_Gonydale__GL2353/GL13333,2015-05-04,12:00,INCU,Alive,1,1,,NA
2419,GRPE_2015_Gonydale__GL2353/GL13333,2015-05-15,12:00,INCU,Alive,1,1,,NA
2420,GRPE_2015_Gonydale__GL2353/GL13333,2015-05-26,12:00,CHIC,Alive,1,0,,NA
2421,GRPE_2015_Gonydale__GL2353/GL13333,2015-06-04,12:00,CHIC,Alive,1,0,,NA
2422,GRPE_2015_Gonydale__GL2353/GL13333,2015-06-07,12:00,CHIC,Alive,1,0,,NA
2423,GRPE_2015_Gonydale__GL2353/GL13333,2015-06-18,12:00,CHIC,Alive,1,0,,NA
2424,GRPE_2015_Gonydale__GL2353/GL13333,2015-06-28,12:00,CHIC,Alive,1,0,,NA
2425,GRPE_2015_Gonydale__GL2353/GL13333,2015-07-09,12:00,CHIC,Alive,1,0,,NA
2426,GRPE_2015_Gonydale__GL2353/GL13333,2015-08-08,12:00,CHIC,Alive,1,0,,NA
2427,GRPE_2015_Gonydale__GL2353/GL13333,2015-09-05,12:00,CHIC,Alive,1,0,,NA
2428,GRPE_2015_Gonydale__GL2356/PC36,2015-03-25,12:00,INCU,Alive,,1,Loafing,NA
2429,GRPE_2015_Gonydale__GL2356/PC36,2015-04-11,12:00,INCU,Alive,1,1,,NA
2430,GRPE_2015_Gonydale__GL2356/PC36,2015-04-24,12:00,INCU,Alive,1,1,,NA
2431,GRPE_2015_Gonydale__GL2356/PC36,2015-05-04,12:00,FAIL,Failed,0,0,,NA
2432,GRPE_2015_Gonydale__GL2384/GL2258,2015-03-25,12:00,INCU,Alive,1,1,,NA
2433,GRPE_2015_Gonydale__GL2384/GL2258,2015-04-11,12:00,INCU,Alive,1,1,,NA
2434,GRPE_2015_Gonydale__GL2384/GL2258,2015-04-24,12:00,INCU,Alive,1,1,,NA
2435,GRPE_2015_Gonydale__GL2384/GL2258,2015-05-04,12:00,INCU,Alive,1,1,,NA
2436,GRPE_2015_Gonydale__GL2384/GL2258,2015-05-15,12:00,CHIC,Alive,1,0,,NA
2437,GRPE_2015_Gonydale__GL2384/GL2258,2015-05-26,12:00,CHIC,Alive,1,0,,NA
2438,GRPE_2015_Gonydale__GL2384/GL2258,2015-06-04,12:00,CHIC,Alive,1,0,,NA
2439,GRPE_2015_Gonydale__GL2384/GL2258,2015-06-07,12:00,CHIC,Alive,1,0,,NA
2440,GRPE_2015_Gonydale__GL2384/GL2258,2015-06-18,12:00,CHIC,Alive,1,0,,NA
2441,GRPE_2015_Gonydale__GL2384/GL2258,2015-06-28,12:00,CHIC,Alive,1,0,,NA
2442,GRPE_2015_Gonydale__GL2384/GL2258,2015-07-09,12:00,CHIC,Alive,1,0,,NA
2443,GRPE_2015_Gonydale__GL2384/GL2258,2015-08-08,12:00,CHIC,Alive,1,0,,NA
2444,GRPE_2015_Gonydale__GL2384/GL2258,2015-09-05,12:00,CHIC,Alive,1,0,,NA
2445,GRPE_2015_Gonydale__GP1,2015-03-25,12:00,INCU,Alive,1,1,,NA
2446,GRPE_2015_Gonydale__GP1,2015-04-02,12:00,INCU,Alive,1,1,,NA
2447,GRPE_2015_Gonydale__GP1,2015-04-11,12:00,INCU,Alive,1,1,,NA
2448,GRPE_2015_Gonydale__GP1,2015-04-24,12:00,INCU,Alive,1,1,,NA
2449,GRPE_2015_Gonydale__GP1,2015-05-04,12:00,INCU,Alive,1,1,,NA
2450,GRPE_2015_Gonydale__GP1,2015-05-15,12:00,CHIC,Alive,1,1,,NA
2451,GRPE_2015_Gonydale__GP1,2015-05-26,12:00,CHIC,Alive,1,0,,NA
2452,GRPE_2015_Gonydale__GP1,2015-06-04,12:00,CHIC,Alive,1,0,,NA
2453,GRPE_2015_Gonydale__GP1,2015-06-07,12:00,CHIC,Alive,1,0,,NA
2454,GRPE_2015_Gonydale__GP1,2015-06-18,12:00,CHIC,Alive,1,0,,NA
2455,GRPE_2015_Gonydale__GP1,2015-06-28,12:00,CHIC,Alive,1,0,,NA
2456,GRPE_2015_Gonydale__GP1,2015-07-09,12:00,CHIC,Alive,1,0,,NA
2457,GRPE_2015_Gonydale__GP1,2015-08-08,12:00,CHIC,Alive,1,0,,NA
2458,GRPE_2015_Gonydale__GP1,2015-09-05,12:00,CHIC,Alive,1,0,,NA
2459,GRPE_2015_Gonydale__GP10,2015-04-11,12:00,INCU,Alive,,2,Adults are holding the nest,NA
2460,GRPE_2015_Gonydale__GP10,2015-04-24,12:00,INCU,Alive,,1,Adult is holding the nest,NA
2461,GRPE_2015_Gonydale__GP10,2015-05-04,12:00,FAIL,Failed,0,0,,NA
2462,GRPE_2015_Gonydale__GP11,2015-04-11,12:00,INCU,Alive,1,1,,NA
2463,GRPE_2015_Gonydale__GP11,2015-04-24,12:00,INCU,Alive,1,1,,NA
2464,GRPE_2015_Gonydale__GP11,2015-05-04,12:00,INCU,Alive,1,1,,NA
2465,GRPE_2015_Gonydale__GP11,2015-05-15,12:00,INCU,Alive,1,1,,NA
2466,GRPE_2015_Gonydale__GP11,2015-05-26,12:00,INCU,Alive,1,1,,NA
2467,GRPE_2015_Gonydale__GP11,2015-06-04,12:00,INCU,Alive,1,1,,NA
2468,GRPE_2015_Gonydale__GP11,2015-06-07,12:00,INCU,Alive,1,1,,NA
2469,GRPE_2015_Gonydale__GP11,2015-06-18,12:00,FAIL,Failed,0,0,,NA
2470,GRPE_2015_Gonydale__GP12,2015-04-11,12:00,INCU,Alive,1,1,,NA
2471,GRPE_2015_Gonydale__GP12,2015-04-24,12:00,INCU,Alive,1,1,,NA
2472,GRPE_2015_Gonydale__GP12,2015-05-04,12:00,INCU,Alive,1,1,,NA
2473,GRPE_2015_Gonydale__GP12,2015-05-15,12:00,INCU,Alive,1,1,,NA
2474,GRPE_2015_Gonydale__GP12,2015-05-26,12:00,INCU,Alive,1,1,,NA
2475,GRPE_2015_Gonydale__GP12,2015-06-04,12:00,INCU,Alive,1,1,,NA
2476,GRPE_2015_Gonydale__GP12,2015-06-07,12:00,INCU,Alive,1,1,,NA
2477,GRPE_2015_Gonydale__GP12,2015-06-18,12:00,INCU,Alive,1,1,,NA
2478,GRPE_2015_Gonydale__GP12,2015-06-28,12:00,FAIL,Failed,0,0,,NA
2479,GRPE_2015_Gonydale__GP13,2015-04-11,12:00,INCU,Alive,,2,Adults are holding the nest,NA
2480,GRPE_2015_Gonydale__GP13,2015-04-24,12:00,INCU,Alive,,1,Adult is holding the nest,NA
2481,GRPE_2015_Gonydale__GP13,2015-05-04,12:00,INCU,Alive,,1,Loafing,NA
2482,GRPE_2015_Gonydale__GP14,2015-04-11,12:00,INCU,Alive,1,1,,NA
2483,GRPE_2015_Gonydale__GP14,2015-04-24,12:00,INCU,Alive,1,1,,NA
2484,GRPE_2015_Gonydale__GP14,2015-05-04,12:00,INCU,Alive,1,1,,NA
2485,GRPE_2015_Gonydale__GP14,2015-05-15,12:00,CHIC,Alive,1,0,,NA
2486,GRPE_2015_Gonydale__GP14,2015-05-26,12:00,CHIC,Alive,1,0,,NA
2487,GRPE_2015_Gonydale__GP14,2015-06-04,12:00,CHIC,Alive,1,0,,NA
2488,GRPE_2015_Gonydale__GP14,2015-06-07,12:00,CHIC,Alive,1,0,,NA
2489,GRPE_2015_Gonydale__GP14,2015-06-18,12:00,CHIC,Alive,1,0,,NA
2490,GRPE_2015_Gonydale__GP14,2015-06-28,12:00,CHIC,Alive,1,0,,NA
2491,GRPE_2015_Gonydale__GP14,2015-07-09,12:00,CHIC,Alive,1,0,,NA
2492,GRPE_2015_Gonydale__GP14,2015-08-08,12:00,CHIC,Alive,1,0,,NA
2493,GRPE_2015_Gonydale__GP14,2015-09-05,12:00,CHIC,Alive,1,0,,NA
2494,GRPE_2015_Gonydale__GP15,2015-04-11,12:00,INCU,Alive,,1,Adult is holding the nest,NA
2495,GRPE_2015_Gonydale__GP15,2015-04-24,12:00,FAIL,Failed,0,0,,NA
2496,GRPE_2015_Gonydale__GP16,2015-04-11,12:00,INCU,Alive,,1,Adult is holding the nest,NA
